hpo_id	hpo_name	comment	definition_x
HP:0001272	Cerebellar atrophy	Cerebellar atrophy can be diagnosed if the cerebellum is small with shrunken folia and large cerebellar fissures or if it has been shown to undergo progressive volume loss.	Cerebellar atrophy is defined as a cerebellum with initially normal structures, in a posterior fossa with normal size, which displays enlarged fissures (interfolial spaces) in comparison to the foliae secondary to loss of tissue. Cerebellar atrophy implies irreversible loss of tissue and result from an ongoing progressive disease until a final stage is reached or a single injury, e.g. an intoxication or infectious event. [https://orcid.org/0000-0002-0736-9199, PMID:12169461, PMID:26331051]
HP:0008936	Axial hypotonia		Muscular hypotonia (abnormally low muscle tone) affecting the musculature of the trunk. [https://orcid.org/0000-0002-0736-9199]
HP:0001324	Muscle weakness	It is important clinical to distinguish between muscle weakness, fatigue, and asthenia. Fatigue describes the inability to continue performing a task after multiple repetitions; in contrast, a patient with primary weakness is unable to perform the first repetition of the task. Asthenia is a sense of weariness or exhaustion in the absence of muscle weakness. Conditions that result in intrinsic muscle weakness can be divided into several main categories: infectious, neurologic, endocrine, inflammatory, rheumatologic, genetic, metabolic, electrolyte-induced, or drug-induced.	Reduced strength of muscles. [https://orcid.org/0000-0002-0736-9199, PMID:15832536]
HP:0011968	Feeding difficulties		Impaired ability to eat related to problems gathering food and getting ready to suck, chew, or swallow it. [https://orcid.org/0000-0002-6647-5493]
HP:0011804	Abnormal muscle physiology		A functional abnormality of a skeletal muscle. [https://orcid.org/0000-0002-0736-9199]
HP:0001939	Abnormality of metabolism/homeostasis		
HP:0002134	Abnormal basal ganglia morphology	The basal ganglia are a group of nuclei (striatum, pallidum substantia nigra, and the subthalamic nucleus) at the base of the forebrain that are connected to the cerebral cortex, the thalamus, and other areas. The basal ganglia subserve motor functions that are distinct from those of the pyramidal (corticospinal) tract, for which reason neurologic abnormalities caused by lesions to the basal ganglia are often referred to as extrapyramidal.	Abnormality of the basal ganglia. [https://orcid.org/0000-0002-0736-9199]
HP:0001270	Motor delay		A type of Developmental delay characterized by a delay in acquiring motor skills. [https://orcid.org/0000-0002-0736-9199]
HP:0002060	Abnormal cerebral morphology		Any structural abnormality of the telencephalon, which is also known as the cerebrum. [https://orcid.org/0000-0002-0736-9199]
HP:0000496	Abnormality of eye movement		An abnormality in voluntary or involuntary eye movements or their control. [https://orcid.org/0000-0002-0736-9199]
HP:0003134	Abnormality of peripheral nerve conduction	A nerve conduction study (NCS) is commonly conducted together with electromyography in order to evaluate muscle disorders. For the NCS, dermal electrodes are placed at intervals over the nerve to be examined, and a low-intensity current is introducted to generate action potentials. The velocity of the action potential is related to the diameter of the nerve fiber and the presence of a myelin sheath. Diseases of the myelin sheath characteristically reduce the nerve conduction velocity (NCV). The amplitude of the response is also measured.	An abnormality of the conduction of electrical impulses by peripheral (motor or sensory) nerves. This finding is elicited by a nerve conduction study (NCS). [https://orcid.org/0000-0002-0736-9199]
HP:0001347	Hyperreflexia	Reflexes are graded according to the following scale: 0=absent; 1=present but diminished; 2=normoactive; 3=exaggerated; and 4=clonus. Clonus is always abnormal, and a grade 3 reflex may be abnormal if it is asymmetric or if it was previously grade 2 or less.	Hyperreflexia is the presence of hyperactive stretch reflexes of the muscles. [https://orcid.org/0000-0002-0736-9199]
HP:0011458	Abdominal symptom		A subjective manifestation of disease localized to the abdomen. []
HP:0011446	Abnormality of mental function		Cognitive, psychiatric or memory anomaly. [https://orcid.org/0000-0002-3674-3960]
HP:0011442	Abnormal central motor function		An anomaly of the control or production of movement in the central nervous system. [https://orcid.org/0000-0002-0736-9199]
HP:0011283	Abnormal metencephalon morphology		An abnormality of the metencephalon. The metencephalon is the part of the hindbrain that consists of the pons and the cerebellum. [https://orcid.org/0000-0002-0736-9199]
HP:0011282	Abnormal hindbrain morphology	The hindbrain consists of two main structures: The pons and the cerebellum.	An abnormality of the hindbrain, also known as the rhombencephalon. [https://orcid.org/0000-0002-0736-9199]
HP:0009121	Abnormal axial skeleton morphology		An abnormality of the axial skeleton, which comprises the skull, the vertebral column, the ribs and the sternum. [https://orcid.org/0000-0002-0736-9199]
HP:0011198	EEG with generalized epileptiform discharges	Spikes (<70 ms) and sharp waves (70-200 ms) are sharp transient waves that have a strong association with epilepsy. No difference is noted in terms of clinical significance of spikes and sharp waves. Significant spikes usually are followed by a slow wave.	EEG discharges recorded on the entire scalp typically seen in persons with epilepsy. [HPO_CONTRIBUTOR:jalbers]
HP:0011182	Interictal epileptiform activity	Epileptiform EEG discharges include small sharp spikes (SSSs), wicket spikes, 14- and 6-Hz positive spikes, phantom spike and waves, psychomotor variant, subclinical rhythmic EEG discharges of adults (SREDA), and midline theta rhythm.	Epileptiform activity refers to distinctive EEG waves or complexes distinguished from background activity found in in a proportion of human subjects with epilepsy, but which can also be found in subjects without seizures. Interictal epileptiform activity refers to such activity that occurs in the absence of a clinical or subclinical seizure. [https://orcid.org/0000-0002-0736-9199]
HP:0009062	Infantile axial hypotonia		Muscular hypotonia (abnormally low muscle tone) affecting the musculature of the trunk and with onset in infancy. [https://orcid.org/0000-0002-0736-9199]
HP:0011097	Epileptic spasm	The maximum age of onset is between 3 and 12 months, the peak being at 6 months. However, spasms may start from birth, or appear long after the age of 12 months, including into adulthood. Infantile spasms represent a specific type of seizure seen in an epilepsy syndrome of infancy and childhood known as West Syndrome. West Syndrome is characterized by infantile spasms, developmental regression, and hypsarrhythmia (as demonstrated by electroencephalography).	A sudden flexion, extension, or mixed extension-flexion of predominantly proximal and truncal muscles that is usually more sustained than a myoclonic movement but not as sustained as a tonic seizure. Limited forms may occur: Grimacing, head nodding, or subtle eye movements. Epileptic spasms frequently occur in clusters. Infantile spasms are the best known form, but spasms can occur at all ages [HPO_CONTRIBUTOR:jalbers, PMID:28276060]
HP:0003011	Abnormality of the musculature		Abnormality originating in one or more muscles, i.e., of the set of muscles of body. [https://orcid.org/0000-0002-0736-9199]
HP:0011017	Abnormal cellular physiology		An abnormality in a cellular process. [https://orcid.org/0000-0002-0736-9199]
HP:0040288	Nasogastric tube feeding		The condition of inability to eat normally treated by placement of a thin tube through the nose into the stomach that is then used to carry food. [PMID:25874832]
HP:0040195	Decreased head circumference	Although HC measures skull size, it typically also reflects overall brain volume and has been described as a widely used proxy of neural growth and brain size. Brain size outside of normal values is an important risk factor for cognitive and motor delay. Microcephaly at birth has been termed primary microcephaly and that acquired after birth is secondary microcephaly.	An abnormally reduced head circumference in a growing child. Head circumference is measured with a nonelastic tape and comprises the distance from above the eyebrows and ears and around the back of the head. The measured HC is then plotted on an appropriate growth chart. Microcephaly is defined as a head circumference (HC) that is great than two standard deviations below the mean of age- and gender-matched population based samples. Severe microcephaly is defined with an HC that is three standard deviations below the mean. [PMID:26505062]
HP:0040129	Abnormal nerve conduction velocity		
HP:0000929	Abnormal skull morphology		An abnormality of the skull, the bony framework of the head which is comprised of the neurocranium (with eight cranial bones) and the viscerocranium (facial skeleton) that comprises fourteen facial bones with the mandible as its largest bone. [https://orcid.org/0000-0002-0736-9199]
HP:0000762	Decreased nerve conduction velocity	Nerve conduction velocity is usually measured with surface electrodes placed on the skin over nerves at various locations. Following stimulation at one electrode, the speed at which the signal is propagated to other electrodes is recorded. Abnormal values may suggest demyelination, a conduction block, or axonopathy.	A reduction in the speed at which electrical signals propagate along the axon of a neuron. [https://orcid.org/0000-0002-0736-9199]
HP:0000758	Abnormal nonverbal communicative behavior		Abnormalities in eye contact, communicative facial expressions, gesture use, or use of other's body to communicate. These convey a shared meaning within a culture that replace or supplement verbal communication. [PMID:34981308]
