disorder_id,name,orpha_code,definition,prevalence_geo
18917,Joubert syndrome with renal defect,220497,"Joubert syndrome with renal defect is a rare subtype of Joubert syndrome and related disorders (JSRD, see this term) characterized by the neurological features of JS associated with renal disease, in the absence of retinopathy.",Unknown
18946,Fowler vasculopaty,221126,"A rare, genetic neurological disorder characterized by hydranencephaly, distinctive glomeruloid vasculopathy in the central nervous system and retina, polyhydramnios and fetal akinesia with arthrogryposis. The disorder is usually prenatally lethal. In rare reported cases that survived beyond infancy, severe intellectual and neurologic disability with seizures, microcephaly and absence of functional movements were reported.",Worldwide=<1 / 1 000 000
15,Glycogen storage disease due to glycogen debranching enzyme deficiency,366,"Glycogen debranching enzyme (GDE) deficiency, or glycogen storage disease type 3 (GSD 3), is a form of glycogen storage disease characterized by severe muscle weakness and hepatopathy.",Unknown
2563,Autosomal recessive spastic paraplegia type 11,2822,"A complex hereditary spastic paraplegia characterized by progressive lower limbs weakness and spasticity, upper limbs weakness, dysarthria, hypomimia, sphincter disturbances, peripheral neuropathy, learning difficulties, cognitive impairment and dementia. Magnetic resonance imaging shows thin corpus callosum, cerebral atrophy, and periventricular white matter changes.",Portugal=1-9 / 1 000 000
21137,Juvenile amyotrophic lateral sclerosis,300605,"Juvenile amyotrophic lateral sclerosis (JALS) is a very rare severe motor neuron disease characterized by progressive upper and lower motor neuron degeneration causing facial spasticity, dysarthria, and gait disorders with onset before 25 years of age.",Europe=<1 / 1 000 000
24167,Autosomal recessive Charcot-Marie-Tooth disease type 2X,466775,"A rare autosomal recessive axonal hereditary motor and sensory neuropathy characterized by childhood to adult onset of slowly progressive, sometimes asymmetric distal muscle weakness and atrophy, as well as sensory impairment, predominantly of the lower limbs. Additional common features include pes cavus, kyphoscoliosis, ankle contractures, tremor, or urogenital dysfunction. Fasciculations and proximal involvement may be seen in some cases. Patients usually remain ambulatory.",Worldwide=<1 / 1 000 000
2813,Schneckenbecken dysplasia,3144,Schneckenbecken dysplasia (or chondrodysplasia with snail-like pelvis) is a prenatally lethal spondylodysplastic dysplasia.,Worldwide=<1 / 1 000 000
2283,Matthew-Wood syndrome,2470,"Matthew-Wood syndrome is a rare clinical entity including as main characteristics anophthalmia or severe microphthalmia, and pulmonary hypoplasia or aplasia.",Worldwide=<1 / 1 000 000
13955,Colobomatous microphthalmia,98938,Colobomatous microphthalmia is a developmental disorder of the eye characterized by unilateral or bilateral microphthalmia associated with ocular coloboma.,Unknown
19,Glycogen storage disease due to muscle phosphofructokinase deficiency,371,"Muscle phosphofructokinase (PFK) deficiency (Tarui's disease), or glycogen storage disease type 7 (GSD7), is a rare form of glycogen storage disease characterized by exertional fatigue and muscular exercise intolerance. It occurs in childhood.",Worldwide=<1 / 1 000 000
913,Familial hyperaldosteronism type I,403,"A rare heritable, glucocorticoid remediable form of primary aldosteronism (PA) characterized by early-onset hypertension, hyperaldosteronism, variable hypokalemia, low plasma renin activity (PRA), and abnormal production of 18-oxocortisol and 18-hydroxycortisol.",Unknown
12098,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,90795,"A rare form of congenital adrenal hyperplasia (CAH) characterized by glucocorticoid deficiency, hyperandrogenism, hypertension and virilization in females.",Europe=1-9 / 1 000 000
243,Cowden syndrome,201,"A genodermatosis characterized by the presence of multiple hamartomas in various tissues and an increased risk for malignancies of the breast, thyroid, endometrium, kidney and colorectum. When CS is accompanied by germline <i>PTEN</i> mutations, it belongs to the PTEN hamartoma tumor syndrome (PHTS) group.",Netherlands=1-9 / 1 000 000;Europe=1-9 / 1 000 000
13890,Congenital dyserythropoietic anemia type II,98873,"Congenital dyserythropoietic anemia type II (CDA II) is the most common form of CDA (see this term) characterized by anemia, jaundice and splenomegaly and often leading to liver iron overload and gallstones.",Europe=<1 / 1 000 000
11297,Sanfilippo syndrome type C,79271,,Europe=1-9 / 100 000
3384,Hereditary breast and ovarian cancer syndrome,145,"Breast cancer (BC) is the most common cancer in women, accounting for 25% of all new cases of cancer. Most BC cases are sporadic, while 5-10% are estimated to be due to an inherited predisposition.",Europe=1-5 / 10 000
3708,Familial pancreatic carcinoma,1333,Familial pancreatic carcinoma is defined by the presence of pancreatic cancer (PC) in two or more first-degree relatives.,Europe=1-9 / 1 000 000
18792,Osteogenesis imperfecta type 2,216804,"A lethal type of osteogenesis imperfecta (OI) characterized by increased bone fragility, low bone mass and susceptibility to bone fractures and presenting with multiple rib and long bone fractures at birth, marked deformities, broad long bones, low density skull on X-ray, and dark sclera.",Unknown
18793,Osteogenesis imperfecta type 3,216812,"A severe type form osteogenesis imperfecta characterized by increased bone fragility and low bone mass clinically manifesting as susceptibility to bone fractures, severe short stature, a triangular face, moderate to severe scoliosis, blue or blue-grey sclera, and dentinogenesis imperfecta.",Unknown
1310,Fetal akinesia deformation sequence,994,"The fetal akinesia/hypokinesia sequence (or Pena-Shokeir syndrome type I) is characterized by multiple joint contractures, facial anomalies and pulmonary hypoplasia. Whatever the cause, the common feature of this sequence is decreased foetal activity.",Europe=<1 / 1 000 000
1663,Corneal dystrophy-perceptive deafness syndrome,1490,"Corneal dystrophy-perceptive deafness (CDPD) or Harboyan syndrome is a degenerative corneal disorder characterized by the association of congenital hereditary endothelial dystrophy (CHED; see this term) with progressive, postlingual sensorineural hearing loss.",Worldwide=<1 / 1 000 000
13991,Fuchs endothelial corneal dystrophy,98974,"A disorder that is the most frequent form of posterior corneal dystrophy and is characterized by excrescences on a thickened Descemet membrane (corneal guttae), generalized corneal edema, with gradually decreased visual acuity.",Unknown
20862,Congenital hereditary endothelial dystrophy type II,293603,"Congenital hereditary endothelial dystrophy II (CHED II) is a rare subtype of posterior corneal dystrophy (see this term) characterized by a diffuse ground-glass appearance of the corneas and marked corneal thickening from birth with nystagmus, and blurred vision.",Unknown
486,Isolated ectopia lentis,1885,"Isolated ectopia lentis (IEL) is a rare, clinically variable, eye disorder characterized by dislocation of the lens, often causing significant reduction in visual acuity.",Worldwide=<1 / 1 000 000
402,Succinic semialdehyde dehydrogenase deficiency,22,"A rare neurometabolic disorder of gamma-aminobutyric acid (GABA) metabolism with a nonspecific clinical presentation (ranging from mild to severe) with the most frequent symptoms being cognitive impairment with prominent deficit in expressive language, hypotonia, ataxia, epilepsy, and behavioral dysregulation.",Unknown
11612,Senior-Boichis syndrome,84081,"A rare ciliopathy characterized by the association of nephronophthisis and liver fibrosis. Renal manifestations include chronic renal failure, polyuria, polydipsia, anemia, as well as increased echogenicity on renal ultrasound and interstitial fibrosis and tubular dilation on biopsy. Hepatic involvement manifests as hepatosplenomegaly with extensive fibrosis, destruction of the bile ducts, and cholestasis. Mild psychomotor retardation and ocular symptoms, such as strabismus, nystagmus, retinal degeneration, and anisocoria, have been reported in some patients.",Unknown
17013,RHYNS syndrome,140976,"A rare genetic, syndromic retinal disorder characterized by the association of retinitis pigmentosa, hypopituitarism, nephronophthisis, and skeletal dysplasia.",Worldwide=<1 / 1 000 000
18680,IRIDA syndrome,209981,"IRIDA (Iron-refractory iron deficiency anemia) syndrome is a rare autosomal recessive iron metabolism disorder characterized by iron deficiency anemia (hypochromic, microcytic) that is often unresponsive to oral iron intake and partially responsive to parenteral iron treatment.",Worldwide=<1 / 1 000 000
11308,"Methylmalonic acidemia with homocystinuria, type cblC",79282,"<i>cblC</i> type methylmalonic acidemia with homocystinuria is a form of methylmalonic acidemia with homocystinuria (see this term), an inborn error of vitamin B12 (cobalamin) metabolism characterized by megaloblastic anemia, lethargy, failure to thrive, developmental delay, intellectual deficit and seizures.",Unknown
11302,Acute intermittent porphyria,79276,"A rare, severe form of the acute hepatic porphyrias characterized by the occurrence of neuro-visceral attacks without cutaneous manifestations.",Europe=1-9 / 1 000 000;France=1-9 / 1 000 000;Italy=1-9 / 1 000 000;Finland=1-9 / 1 000 000;Netherlands=1-9 / 1 000 000;Norway=1-9 / 1 000 000;Poland=1-9 / 1 000 000;Spain=1-9 / 1 000 000;Sweden=1-5 / 10 000;Switzerland=1-9 / 1 000 000;United Kingdom=1-9 / 1 000 000
567,Peroxisomal acyl-CoA oxidase deficiency,2971,Peroxisomal acyl-CoA oxidase deficiency is a rare neurodegenerative disorder that belongs to the group of inherited peroxisomal disorders and is characterized by hypotonia and seizures in the neonatal period and neurological regression in early infancy.,Worldwide=<1 / 1 000 000
3257,Hemolytic anemia due to red cell pyruvate kinase deficiency,766,"A rare, genetic metabolic disorder due to pyruvate kinase deficiency characterized by a variable degree of chronic nonspherocytic hemolytic anemia resulting in a variable clinical manifestations ranging from fatal anemia at birth to a to a fully compensated hemolysis without apparent anemia.",Specific population=1-9 / 100 000;Europe=1-9 / 100 000;Specific population=1-9 / 1 000 000
21336,Familial lipoprotein lipase deficiency,309015,,United States=1-9 / 1 000 000;Europe=1-9 / 1 000 000
